lada,ciudad,estado
238,Tepanco de López,Puebla
243,Ahuatlán,Puebla
243,Atencingo,Puebla
243,Ayotla,Puebla
243,Chietla,Puebla
243,Coatzingo,Puebla
243,Escape de Lagunillas,Puebla
243,Izúcar de Matamoros,Puebla
243,La Galarza,Puebla
243,Lagunillas de Rayón (Alchichica),Puebla
243,Pueblo Nuevo de Porfirio Díaz,Puebla
243,San Carlos (San Carlos Buenavi),Puebla
243,San Felipe Ayutla,Puebla
243,San Felix Rijo,Puebla
243,San Juan Calmeca,Puebla
243,San Juan Epatlán,Puebla
243,San Juan Raboso,Puebla
243,San Lucas Colucán,Puebla
243,Santa María Xuchapa,Puebla
243,Santo Domingo Huehuetlán,Puebla
243,Teopantlán,Puebla
243,Tepexco,Puebla
243,Tilapa,Puebla
243,Zolonquiapa,Puebla
244,Atlixco,Puebla
244,Col. Agr. De Ocotepec,Puebla
244,Emiliano Zapata Nexatengo,Puebla
244,Huaquechula,Puebla
244,La Magdalena Yancuitlalpan,Puebla
244,La Trinidad,Puebla
244,Rancho La Venta,Puebla
244,San Félix Hidalgo,Puebla
244,San Jerónimo Coyula,Puebla
244,San Juan Amecac,Puebla
244,San Juan Bautista,Puebla
244,San Lucas Tulcingo,Puebla
244,San Pedro Benito Juárez,Puebla
244,Santa Catarina Coatepec,Puebla
244,Santa Cruz Cuautomatitla,Puebla
244,Santa Lucía Cosamaloapan,Puebla
244,Santa María Xoyatla,Puebla
244,Santo Domingo Atoyatempan,Puebla
244,Tepeojuma,Puebla
244,Tianguismanalco,Puebla
244,Tlapanala,Puebla
244,Tochimilco,Puebla
244,Tronconal,Puebla
245,Atzitzintla,Puebla
245,Ciudad Serdán,Puebla
245,El Veladero (Santa Cruz Velader),Puebla
245,Esperanza,Puebla
245,San Juan Atenco,Puebla
245,San Nicolás de Buenos Aires,Puebla
245,Tlachichuca,Puebla
248,Guadalupe Zaragoza,Puebla
248,La Preciosita,Puebla
248,San Antonio Chiautla de Arenas,Puebla
248,San Baltazar Temaxcalac,Puebla
248,San Buenaventura Tecaltzingo,Puebla
248,San Felipe Teotlalcingo,Puebla
248,San Francisco Tepeyecac,Puebla
248,San Jerónimo Tianguismanalco,Puebla
248,San Juan Cuauhtémoc,Puebla
248,San Lorenzo Chiautzingo,Puebla
248,San Lucas El Grande,Puebla
248,San Martín Texmelucan de Labastida,Puebla
248,San Pedro Matamoros,Puebla
248,San Rafael Tlanalapan,Puebla
248,San Salvador El Verde,Puebla
248,Santa María Moyotzingo,Puebla
248,Santa Rita Tlahuapan,Puebla
248,Santiago Coltzingo,Puebla
249,Acatzingo,Puebla
249,Barrio La Soledad,Puebla
249,Garcías,Puebla
249,Los Reyes de Juárez,Puebla
249,Morelos Cañada,Puebla
249,Palmar de Bravo,Puebla
249,Palmarito Tochapan,Puebla
249,San José Ixtapa,Puebla
249,San Miguel Tecuitlapa,Puebla
249,San Pablo de las Tunas,Puebla
249,San Salvador El Seco,Puebla
249,San Salvador Huixcolotla,Puebla
249,San Sebastián Villanueva,Puebla
249,San Simón de Bravo,Puebla
249,Santiago Alseseca,Puebla
249,Santiago Tenango,Puebla
249,Soltepec,Puebla
249,Tecamachalco,Puebla
249,Tezuapan,Puebla
275,Acaxtlahuacán de Albino Zertuche,Puebla
275,Aguacatitlán,Puebla
275,Ahuehuetitla,Puebla
275,Axutla,Puebla
275,Chiautla de Tapia,Puebla
275,Chila de la Sal,Puebla
275,Chinantla,Puebla
275,Guadalupe Santa Ana,Puebla
275,Guadalupe Victoria,Puebla
275,Huachinantla,Puebla
275,Huehuetlán El Chico,Puebla
275,Ixcamilpa,Puebla
275,Jolalpan,Puebla
275,La Noria Hidalgo,Puebla
275,Progreso,Puebla
275,San Antonio Chiltepec,Puebla
275,San Miguel de Lozano,Puebla
275,San Miguel Tlaltepexi,Puebla
275,San Pablo Amicano,Puebla
275,San Pedro Cuayuca,Puebla
275,Tecomatlán,Puebla
275,Tehuitzingo,Puebla
275,Tulcingo de Valle,Puebla
275,Tzicatlán,Puebla
276,Cuyoaco,Puebla
276,Libres,Puebla
276,Ocotepec,Puebla
276,Oriental,Puebla
276,San Andrés Payuca,Puebla
276,San José Chiapa,Puebla
276,Villa Rafael Lara Grajales,Puebla
282,Cuauhtémoc,Puebla
282,González Ortega,Puebla
282,Guadalupe Victoria,Puebla
282,Quimixtlán,Puebla
282,Rafael J. García,Puebla
282,San José Alchichica,Puebla
282,Santa Cruz Quechulac,Puebla
282,Tepeyahualco,Puebla
746,Mecapalapa,Puebla
746,Metlaltoyuca,Puebla
746,Pantepec,Puebla
746,Venustiano Carranza,Puebla
746,Villa Lázaro Cárdenas (La Uno),Puebla
764,Ahuacatlan,Puebla
764,Necaxa,Puebla
764,Tepango de Rodríguez,Puebla
764,Villa Avila Camacho (La Ceiba),Puebla
764,Xicotepec de Juárez,Puebla
776,Ahuazotepec,Puebla
776,Honey,Puebla
776,Huauchinango,Puebla
776,Pahuatlán de Valle,Puebla
776,San Pablito,Puebla
776,Venta Grande,Puebla
797,Aquixtla,Puebla
797,Chignahuapan,Puebla
797,Loma Alta,Puebla
797,Tetela de Ocampo,Puebla
797,Tomatlán,Puebla
797,Tonalapa,Puebla
797,Zacatlán,Puebla
953,Acatlán de Osorio,Puebla
953,Chila de las Flores,Puebla
953,Hermenegildo Galeana,Puebla
953,Petlalcingo,Puebla
953,San Jerónimo Xayacatlán,Puebla
953,San Vicente Boquerón,Puebla
953,Tianguistengo,Puebla
953,Xayacatlán de Bravo (municipality),Puebla
414,Granjas Residenciales,Querétaro
414,La Fuente,Querétaro
414,San Nicolás,Querétaro
414,Santa María del Camino,Querétaro
414,Tequisquiapan,Querétaro
419,Ajuchitlán,Querétaro
419,Colón,Querétaro
419,El Blanco,Querétaro
419,Esperanza,Querétaro
419,Galeras,Querétaro
419,La Peñuela,Querétaro
427,Dolores Cuadrilla de Enmedio,Querétaro
427,El Cazadero,Querétaro
427,La Estancia,Querétaro
427,La Valla,Querétaro
427,Loma Linda,Querétaro
427,Puerta de Palmillas,Querétaro
427,San José Galindo,Querétaro
427,San Juan del Río,Querétaro
427,Santa Matilde,Querétaro
427,Santa Rosa Xajay,Querétaro
441,Agua Zarca,Querétaro
441,Ahuacatlán de Guadalupe,Querétaro
441,Bernal,Querétaro
441,Boye,Querétaro
441,Cadereyta,Querétaro
441,El Cuervo,Querétaro
441,El Lobo,Querétaro
441,Ezequiel Montes,Querétaro
441,Higuerillas,Querétaro
441,Jalpan de Serra,Querétaro
441,La Lagunita,Querétaro
441,Landa,Querétaro
441,Maconi,Querétaro
441,Peñamiller,Querétaro
441,Pinal de Amoles,Querétaro
441,San Joaquín,Querétaro
441,San Pablo Toliman,Querétaro
441,Santa María del Palmar,Querétaro
441,Toliman,Querétaro
441,Villa Guerrero,Querétaro
441,Villa Progreso,Querétaro
441,Vizarrón de Montes,Querétaro
442,Amazcala,Querétaro
442,Atongo,Querétaro
442,Buenavista,Querétaro
442,Casa Blanca,Querétaro
442,Charco Blanco,Querétaro
442,Chichimequillas,Querétaro
442,El Carmen,Querétaro
442,El Pueblito,Querétaro
442,El Rosario,Querétaro
442,El Salitre,Querétaro
442,General Lázaro Cárdenas (El Col),Querétaro
442,Joaquin Herrera (La Cueva),Querétaro
442,Jofrito,Querétaro
442,Juriquilla,Querétaro
442,La Cañada,Querétaro
442,La Estacada,Querétaro
442,La Gotera,Querétaro
442,La Griega,Querétaro
442,La Loma,Querétaro
442,La Monja,Querétaro
442,La Piedad (San Miguel Colorado),Querétaro
442,Mompani,Querétaro
442,Montenegro,Querétaro
442,Palo Alto,Querétaro
442,Pie de Gallo,Querétaro
442,Provincia Juriquilla,Querétaro
442,Querétaro,Querétaro
442,Saldarriaga,Querétaro
442,San José el Alto,Querétaro
442,San Miguelito,Querétaro
442,San Rafel,Querétaro
442,Santa Catarina,Querétaro
442,Santa María de los Baños,Querétaro
442,Santa Rosa Jáuregui,Querétaro
442,Tlacote El Bajo,Querétaro
448,Amealco,Querétaro
448,El Milagro,Querétaro
448,El Vegil,Querétaro
448,Epigmenio González (El Ahorcado),Querétaro
448,Escolasticas,Querétaro
448,Huimilpan,Querétaro
448,La D,Querétaro
448,La Noria,Querétaro
448,La Venta de Ajuchitlancito,Querétaro
448,Las Taponas,Querétaro
448,Los Cues,Querétaro
448,Pedro Escobedo,Querétaro
448,San Clemente,Querétaro
448,San Nicólas de la Torre,Querétaro
448,San Pedro,Querétaro
448,Santiago Mexquititlán Barrio,Querétaro
487,Arroyo Seco,Querétaro
487,Conca,Querétaro
487,Refugio,Querétaro
761,Bella Vista del Río,Querétaro
983,Bacalar,Quintana Roo
983,Calderitas,Quintana Roo
983,Chetumal,Quintana Roo
983,Chunhuhub,Quintana Roo
983,Felipe Carrillo Puerto,Quintana Roo
983,Ingenio Álvaro Obregón,Quintana Roo
983,Limones,Quintana Roo
983,Mahahual,Quintana Roo
983,Morocoy,Quintana Roo
983,Nicolás Bravo,Quintana Roo
983,Noh-bec,Quintana Roo
983,Sergio Butrón Casas,Quintana Roo
983,Subteniente López (Santa Elena),Quintana Roo
983,Tihosuco,Quintana Roo
983,Ucum,Quintana Roo
983,Xul-ha,Quintana Roo
984,Akumal,Quintana Roo
984,Chemuyil,Quintana Roo
984,Holbox,Quintana Roo
984,Ignacio Zaragoza,Quintana Roo
984,Kantunilkin,Quintana Roo
984,Nuevo Xcan,Quintana Roo
984,Playa del Carmen,Quintana Roo
984,Puerto Aventuras,Quintana Roo
984,Riviera Tulum,Quintana Roo
984,Tulum,Quintana Roo
984,Xpu-ha,Quintana Roo
987,Cozumel,Quintana Roo
997,Dziuche,Quintana Roo
997,José María Morelos,Quintana Roo
997,Saban,Quintana Roo
998,Alfredo V. Bonfil,Quintana Roo
998,Cancún,Quintana Roo
998,Isla Mujeres,Quintana Roo
998,Leona Vicario,Quintana Roo
998,Puerto Morelos,Quintana Roo
444,Agua Señora,San Luis Potosí
444,Ahualulco,San Luis Potosí
444,Cerritos de Villa de Pozos,San Luis Potosí
444,Corte Primero,San Luis Potosí
444,El Carrizal,San Luis Potosí
444,El Palmar Primero,San Luis Potosí
444,Escalerillas,San Luis Potosí
444,Estacion Hacienda de Bocas,San Luis Potosí
444,La Loma,San Luis Potosí
444,La Mantequilla,San Luis Potosí
444,Lomas de San Francisco,San Luis Potosí
444,Los Moreno,San Luis Potosí
444,Mexquitic de Carmona,San Luis Potosí
444,Palma de la Cruz,San Luis Potosí
444,Paso Blanco,San Luis Potosí
444,Paso Bonito,San Luis Potosí
444,Ranchería de Guadalupe,San Luis Potosí
444,Rincón del Porvenir,San Luis Potosí
444,Rinconada,San Luis Potosí
444,San José de Goméz,San Luis Potosí
444,San José del Barro,San Luis Potosí
444,San Juan de Coyotillo,San Luis Potosí
444,San Luis Potosí,San Luis Potosí
444,San Marcos Carmona,San Luis Potosí
444,San Pedro Ojo Zarco,San Luis Potosí
444,Soledad de Graciano Sánchez,San Luis Potosí
444,Suspiro Picacho,San Luis Potosí
458,Dulce Grande,San Luis Potosí
458,El Barril,San Luis Potosí
458,El Zacatón,San Luis Potosí
458,Hernández,San Luis Potosí
458,Illescas,San Luis Potosí
458,Salitral de Carrera,San Luis Potosí
458,Santo Domingo,San Luis Potosí
458,Villa de Ramos,San Luis Potosí
481,Álvaro Obregón (Pujal),San Luis Potosí
481,Ciudad Valles,San Luis Potosí
481,Laguna del Mante,San Luis Potosí
481,Rascón,San Luis Potosí
481,San Felipe,San Luis Potosí
482,Agua Buena,San Luis Potosí
482,Alaquines,San Luis Potosí
482,Aquismón,San Luis Potosí
482,Ciudad del Maíz,San Luis Potosí
482,Colonia Álvaro Obregón,San Luis Potosí
482,Colonia El Meco,San Luis Potosí
482,Damián Carmona,San Luis Potosí
482,El Naranjo,San Luis Potosí
482,Huehuetlan,San Luis Potosí
482,Huichihuayan,San Luis Potosí
482,Tamasopo,San Luis Potosí
482,Tambaca,San Luis Potosí
482,Tancanhuitz,San Luis Potosí
482,Tanchanaco,San Luis Potosí
483,Chapulhuacanito,San Luis Potosí
483,El Huexco,San Luis Potosí
483,Matlapa,San Luis Potosí
483,San Martín Chalchicuautla,San Luis Potosí
483,Tamán,San Luis Potosí
483,Tamazunchale,San Luis Potosí
483,Tampacan,San Luis Potosí
485,Bledos,San Luis Potosí
485,Enramadas,San Luis Potosí
485,Exhacienda de Jesús María,San Luis Potosí
485,Laguna de San Vicente,San Luis Potosí
485,Ojo Caliente,San Luis Potosí
485,Santa María del Río,San Luis Potosí
485,Tierranueva,San Luis Potosí
485,Villa de Arriaga,San Luis Potosí
485,Villa de Reyes,San Luis Potosí
486,Buenavista,San Luis Potosí
486,Cerritos,San Luis Potosí
486,Charcas,San Luis Potosí
486,Entronque de Matehuala (El Huiz),San Luis Potosí
486,Granjenal,San Luis Potosí
486,Guadalcázar,San Luis Potosí
486,La Hincada,San Luis Potosí
486,Moctezuma,San Luis Potosí
486,Peotillos,San Luis Potosí
486,Santa Catarina,San Luis Potosí
486,Venado,San Luis Potosí
486,Villa de Arista,San Luis Potosí
486,Villa de Guadalupe,San Luis Potosí
486,Villa Hidalgo,San Luis Potosí
486,Villa Juárez,San Luis Potosí
487,Cañada Grande,San Luis Potosí
487,Cárdenas,San Luis Potosí
487,Ciudad Fernandez,San Luis Potosí
487,El Capulín,San Luis Potosí
487,El Jabalí,San Luis Potosí
487,La Reforma,San Luis Potosí
487,Plazuela,San Luis Potosí
487,Progreso,San Luis Potosí
487,Rayón,San Luis Potosí
487,Rioverde,San Luis Potosí
487,San Ciro de Acosta,San Luis Potosí
487,San Diego,San Luis Potosí
487,San José del Tapanco,San Luis Potosí
488,Cedral,San Luis Potosí
488,Estación Catorce,San Luis Potosí
488,Estación Wadley,San Luis Potosí
488,La Paz,San Luis Potosí
488,Matehuala,San Luis Potosí
488,Real de Catorce,San Luis Potosí
488,Tanque Colorado,San Luis Potosí
488,Vanegas,San Luis Potosí
489,Axtla de Terrazas,San Luis Potosí
489,Coxcatlán,San Luis Potosí
489,Jalpilla,San Luis Potosí
489,Las Palmas,San Luis Potosí
489,San Antonio,San Luis Potosí
489,San Vicente Tancuayalab,San Luis Potosí
489,Tampamolón Corona,San Luis Potosí
489,Tamuín,San Luis Potosí
489,Tanlajas,San Luis Potosí
489,Tanquián de Escobedo,San Luis Potosí
489,Xilitla,San Luis Potosí
496,Palma Pegada,San Luis Potosí
496,Salinas de Hidalgo,San Luis Potosí
845,Aurelio Manrique,San Luis Potosí
845,Ebano,San Luis Potosí
845,Plan de Iguala,San Luis Potosí
845,Ponciano Arriaga,San Luis Potosí
845,Pujal Coy,San Luis Potosí
845,Santa Martha,San Luis Potosí
667,Costa Rica,Sinaloa
667,Culiacán,Sinaloa
667,Culiacancito,Sinaloa
667,Ejido El Quemadito,Sinaloa
667,El Dorado,Sinaloa
667,El Salado,Sinaloa
667,Estación Rosales,Sinaloa
667,Guadalupe Victoria,Sinaloa
667,Higueras de Abuya,Sinaloa
667,Limón de los Ramos,Sinaloa
667,Oso Viejo,Sinaloa
667,Pueblos Unidos,Sinaloa
667,Quila,Sinaloa
667,Sánchez Celis,Sinaloa
667,Villa Adolfo López Mateos (El Tamarindo),Sinaloa
668,Ahome,Sinaloa
668,Alfonso G. Calderón (Poblado 7),Sinaloa
668,Bachomobampo Número Dos,Sinaloa
668,Bagojo Colectivo Emiliano Zapata,Sinaloa
668,Cerrillos (Campo 35),Sinaloa
668,Chihuahuita,Sinaloa
668,Cohuibampo,Sinaloa
668,General Chávez Talamantes,Sinaloa
668,Gustavo Díaz Ordaz (El Carrizo),Sinaloa
668,Higuera de Zaragoza,Sinaloa
668,Las Grullas Margen Izquierdo,Sinaloa
668,Los Mochis,Sinaloa
668,Nueve de Diciembre,Sinaloa
668,Poblado Número Cinco,Sinaloa
668,Poblado Número Seis (Los Natoches),Sinaloa
668,Revolución Mexicana,Sinaloa
668,San José de Ahome,Sinaloa
668,San Miguel Zapotitlán,Sinaloa
668,Topolobampo,Sinaloa
669,El Castillo,Sinaloa
669,El Habal,Sinaloa
669,El Quelite,Sinaloa
669,El Recodo,Sinaloa
669,El Roble,Sinaloa
669,Escamillas,Sinaloa
669,Marmol de salcido (Marmol),Sinaloa
669,Mazatlán,Sinaloa
669,Siqueros,Sinaloa
669,Villa Unión,Sinaloa
672,Altata,Sinaloa
672,Campo Balbuena,Sinaloa
672,Dautillos,Sinaloa
672,El Castillo,Sinaloa
672,El Potrero de Sataya,Sinaloa
672,Navolato,Sinaloa
672,Villa Angel Flores,Sinaloa
672,Villa Juárez,Sinaloa
673,Benito Juárez,Sinaloa
673,Cerro Agudo,Sinaloa
673,Guamuchil,Sinaloa
673,Mocorito,Sinaloa
687,Adolfo Ruiz Cortines,Sinaloa
687,Alfonso G. Calderón Velarde,Sinaloa
687,Bachoco,Sinaloa
687,Batamote,Sinaloa
687,Corerepe (El Gallo),Sinaloa
687,Cubilete,Sinaloa
687,Cubiri de Portelas,Sinaloa
687,El Burrión,Sinaloa
687,El Cerro Cabezón,Sinaloa
687,El Huitussi,Sinaloa
687,El Pitahayal,Sinaloa
687,Estación Bamoa (Campo Wilson),Sinaloa
687,Estación Capomas,Sinaloa
687,Estación Naranjo,Sinaloa
687,Gabriel Leyva Solano (Benito Juárez),Sinaloa
687,Genaro Estrada,Sinaloa
687,Guasave,Sinaloa
687,Juan José Ríos,Sinaloa
687,La Brecha,Sinaloa
687,La Trinidad,Sinaloa
687,Las Brisas (Emiliano Zapata),Sinaloa
687,Las Glorias,Sinaloa
687,León Fonseca Estación (Verdura),Sinaloa
687,Maripa,Sinaloa
687,Marmol de Salcido (Marmol),Sinaloa
687,Mezquite Alto,Sinaloa
687,Nio,Sinaloa
687,Palos Blancos,Sinaloa
687,Portugués de Galvez,Sinaloa
687,Sinaloa de Leyva,Sinaloa
687,Tamazula,Sinaloa
694,Agua Caliente de Garate,Sinaloa
694,Agua Verde,Sinaloa
694,Cacalotán,Sinaloa
694,Chametla,Sinaloa
694,Concordia,Sinaloa
694,El Huajote,Sinaloa
694,El Pozole,Sinaloa
694,El Verde,Sinaloa
694,Los Pozos,Sinaloa
694,Potrerillos,Sinaloa
694,Rosario,Sinaloa
695,Cristo Rey,Sinaloa
695,Escuinapa,Sinaloa
695,Isla del Bosque,Sinaloa
695,La Concha,Sinaloa
695,Ojo de Agua de Palmillas,Sinaloa
695,Teacapan,Sinaloa
696,Cosala,Sinaloa
696,Coyotitán,Sinaloa
696,El Bolillo,Sinaloa
696,El Espinal,Sinaloa
696,Estación Dimas,Sinaloa
696,La Cruz,Sinaloa
696,Piaxtla de Arriba,Sinaloa
696,Potrerillo del Norote,Sinaloa
696,San Ignacio,Sinaloa
697,Angostura,Sinaloa
697,Badiraguato,Sinaloa
697,Caimanero,Sinaloa
697,Colonia Agricola Independencia,Sinaloa
697,Colonia Agrícola México (Plamitas),Sinaloa
697,Costa Azul,Sinaloa
697,El Progreso (El Jalón),Sinaloa
697,Juan Aldama (El Tigre),Sinaloa
697,La Reforma,Sinaloa
697,Pericos,Sinaloa
697,Sánchez Celis (El Gato de Lara),Sinaloa
697,Villa Gustavo Díaz Ordaz (Campo Plata),Sinaloa
698,Adolfo López Mateos (El Jahuara ),Sinaloa
698,Camajoa,Sinaloa
698,Charay,Sinaloa
698,Choix,Sinaloa
698,El Fuerte,Sinaloa
698,Mochicahui Pueblo,Sinaloa
698,San Blas,Sinaloa
622,Empalme,Sonora
622,Fraccionamiento Nuevo Empalme,Sonora
622,Guaymas,Sonora
622,José María Morelos y Pavón,Sonora
622,Ortiz,Sonora
622,San Carlos Nuevo Guaymas,Sonora
623,Aconchi,Sonora
623,Banámichi,Sonora
623,Baviácora,Sonora
623,Carbó,Sonora
623,Guadalupe de Ures,Sonora
623,Huepac,Sonora
623,Mazatán,Sonora
623,Pesqueira,Sonora
623,Pueblo de Alamos,Sonora
623,Rayón,Sonora
623,San Pedro de la Cueva,Sonora
623,Ures,Sonora
623,Villa Pesqueira,Sonora
623,Yécora,Sonora
631,Cibuta,Sonora
631,Nogales,Sonora
632,Ímuris,Sonora
632,Magdalena de Kino,Sonora
632,San Ignacio,Sonora
632,Terrenate,Sonora
633,Agua Prieta,Sonora
633,Esqueda,Sonora
633,Fronteras,Sonora
633,Naco,Sonora
634,Arivechi,Sonora
634,Arizpe,Sonora
634,Bacadéhuachi,Sonora
634,Bacerac,Sonora
634,Bavispe,Sonora
634,Colonia El Tajo,Sonora
634,Cumpas,Sonora
634,Huachinera,Sonora
634,Huasabas,Sonora
634,La Caridad (Fracción G),Sonora
634,Los Abanicos,Sonora
634,Los Globos,Sonora
634,Moctezuma,Sonora
634,Nacori Chico,Sonora
634,Nacozari,Sonora
634,Sahuaripa,Sonora
634,Tepache,Sonora
634,Villa Hidalgo,Sonora
637,Altar,Sonora
637,Atil,Sonora
637,Caborca,Sonora
637,Pitiquito,Sonora
637,Plutarco Elías Calles Dos (La Y Griega),Sonora
637,Puerto Libertad,Sonora
637,Saric,Sonora
637,Sasabe,Sonora
637,Tubutama,Sonora
638,La Choya,Sonora
638,Puerto Peñasco,Sonora
641,Benjamin Hill,Sonora
641,El Claro,Sonora
641,Estación Llano,Sonora
641,Querobabi,Sonora
641,Santa Ana,Sonora
641,Trincheras,Sonora
642,Bacabachi,Sonora
642,Chinotahueca,Sonora
642,Masiaca,Sonora
642,Navojoa,Sonora
642,Pueblo Mayo,Sonora
643,Agua Blanca,Sonora
643,Buaysiacobe,Sonora
643,Colonia Jecopaco,Sonora
643,Ejido 31 de Octubre,Sonora
643,Ejido Francisco Javier Mina,Sonora
643,Jecopaco,Sonora
643,Pótam,Sonora
643,Primero de Mayo (Campo 77),Sonora
643,Pueblo Yaqui,Sonora
643,Quetchehueca,Sonora
643,San Ignacio Río Muerto (Colonia Militar),Sonora
643,San José de Bacum,Sonora
643,Vícam,Sonora
643,Villa Juárez,Sonora
644,Bacum,Sonora
644,Ciudad Obregón,Sonora
644,Ejido Cuauhtémoc (Campo Cinco),Sonora
644,Esperanza,Sonora
644,Los Hornos,Sonora
644,Marte R. Gómez (Tobarito),Sonora
644,Paredón Colorado (Paredón Viejo),Sonora
644,Providencia,Sonora
645,Bacoachi,Sonora
645,Cananea,Sonora
645,Santa Cruz,Sonora
647,Álamos,Sonora
647,Bacobampo,Sonora
647,Became Nuevo,Sonora
647,El Chucarit,Sonora
647,Etchojoa,Sonora
647,Etchoropo,Sonora
647,Huatabampo,Sonora
647,Quiriego,Sonora
647,Rosario Tesopaco,Sonora
647,Yávaros (Isla Las Viejas),Sonora
651,Sonoita,Sonora
653,Ejido Lagunitas,Sonora
653,Golfo de Santa Clara,Sonora
653,Independencia,Sonora
653,Ingeniero Luis B. Sánchez,Sonora
653,Islita,Sonora
653,San Luis Río Colorado,Sonora
662,Bahía de Kino,Sonora
662,Ejido La Victoria,Sonora
662,Hermosillo,Sonora
662,Miguel Alemán (La Doce),Sonora
662,San Pedro O Saucito (San Pedro El Saucito),Sonora
913,Cuauhtémoc,Tabasco
913,Francisco I. Madero,Tabasco
913,Frontera,Tabasco
913,Ignacio Allende,Tabasco
913,Jonuta,Tabasco
913,Simón Sarlat,Tabasco
913,Vicente Guerrero,Tabasco
914,Ayapa,Tabasco
914,Cucuyulapa,Tabasco
914,Cunduacán,Tabasco
914,Guatacalca,Tabasco
914,Hermenegildo Galeana,Tabasco
914,Humango,Tabasco
914,Iquinuapa,Tabasco
914,Jalpa de Méndez,Tabasco
914,Libertad,Tabasco
914,Lomitas,Tabasco
914,Nacajuca,Tabasco
914,Once de Febrero,Tabasco
914,Saloya,Tabasco
914,Soyataco,Tabasco
914,Tapotzingo,Tabasco
916,Catazajá,Tabasco
917,Estación Chontalpa,Tabasco
917,Francisco Villa,Tabasco
917,Huimanguillo,Tabasco
923,Francisco Rueda,Tabasco
923,La Venta,Tabasco
923,Sánchez Magallanes,Tabasco
923,Villa Benito Juárez (Campo Magallanes),Tabasco
932,Jalapa,Tabasco
932,Tacotalpa,Tabasco
932,Tapijulapa,Tabasco
932,Teapa,Tabasco
932,Tequila,Tabasco
933,Carlos Greene,Tabasco
933,Chichicapa,Tabasco
933,Comalcalco,Tabasco
933,Francisco I. Madero,Tabasco
933,José María Morelos y Pavón,Tabasco
933,José María Pino Suárez,Tabasco
933,Libertad,Tabasco
933,Miguel Hidalgo,Tabasco
933,Nicolás Bravo,Tabasco
933,Paraíso,Tabasco
933,Puerto Chiltepec,Tabasco
933,Reyes Hernández,Tabasco
933,Tecolutilla,Tabasco
933,Villa Aldama,Tabasco
934,Arena de Hidalgo,Tabasco
934,Balancán,Tabasco
934,Cap. Felipe Castellanos (San Pedro),Tabasco
934,Chable,Tabasco
934,El Triunfo,Tabasco
934,Emiliano Zapata,Tabasco
934,Tenosique,Tabasco
936,Aquilés Serdán (San Fernando),Tabasco
936,Benito Juárez (San Carlos),Tabasco
936,Ciudad Pemex,Tabasco
936,Macuspana,Tabasco
936,Tepetitán,Tabasco
937,Cárdenas,Tabasco
937,Coronel Gregorio Mendez Magaña,Tabasco
937,General Vicente Guerrero,Tabasco
937,Ingenio Benito Juárez,Tabasco
937,Miguel Hidalgo,Tabasco
937,Río Seco,Tabasco
993,Anacleto Canabal,Tabasco
993,Boquerón (Guanal),Tabasco
993,Buena Vista Río Nuevo,Tabasco
993,El Cerro,Tabasco
993,González,Tabasco
993,Guineo,Tabasco
993,Ixtacomitán,Tabasco
993,Lagartera,Tabasco
993,Lázaro Cárdenas,Tabasco
993,Luis Gil Peréz,Tabasco
993,Macultepec-Ocuiltzapotlan,Tabasco
993,Pablo L. Sidar,Tabasco
993,Parrilla,Tabasco
993,Plátano y Cacao,Tabasco
993,Playas del Rosario (Subteniente García),Tabasco
993,Pueblo Nuevo de las Raices,Tabasco
993,Tamulte de las Sábanas,Tabasco
993,Villahermosa,Tabasco
482,Nuevo Morelos,Tamaulipas
831,Antiguo Morelos,Tamaulipas
831,Celaya,Tamaulipas
831,Ciudad Mante,Tamaulipas
831,Division del Norte,Tamaulipas
831,El Abra,Tamaulipas
831,El Limón,Tamaulipas
831,Fortines y Emiliano Zapata,Tamaulipas
831,Francisco I. Madero,Tamaulipas
831,Los Aztecas,Tamaulipas
831,Nuevo Tantoán,Tamaulipas
831,Plan de Ayala,Tamaulipas
831,Quintero,Tamaulipas
831,San Miguel de la Mora,Tamaulipas
831,Tantoyuquita,Tamaulipas
832,Adolfo López Mateos (Chamal Nuevo),Tamaulipas
832,Bustamante,Tamaulipas
832,El Azúcar,Tamaulipas
832,Jaumave,Tamaulipas
832,Llera de Canales,Tamaulipas
832,Loma Alta de Gómez Farias,Tamaulipas
832,Miquihuana,Tamaulipas
832,Ocampo,Tamaulipas
832,Palmillas,Tamaulipas
832,Segunda Unidad Xicotencatl (Aquishe),Tamaulipas
832,Tula,Tamaulipas
832,Xicoténcatl,Tamaulipas
833,Altamira,Tamaulipas
833,Ciudad Madero,Tamaulipas
833,Lomas del Real,Tamaulipas
833,Tampico,Tamaulipas
834,Aquilés Serdán,Tamaulipas
834,Ciudad Victoria,Tamaulipas
834,Congregación Caballeros,Tamaulipas
834,La Presa,Tamaulipas
835,Abasolo,Tamaulipas
835,Allende,Tamaulipas
835,Casas,Tamaulipas
835,El Barretal,Tamaulipas
835,Estación Santa Engracia,Tamaulipas
835,Gsemez,Tamaulipas
835,Guadalupe Victoria,Tamaulipas
835,Hidalgo,Tamaulipas
835,La Pesca,Tamaulipas
835,Magueyes,Tamaulipas
835,Nicolas Bravo (Palo Alto),Tamaulipas
835,Nuevo Morelos,Tamaulipas
835,Nuevo Padilla,Tamaulipas
835,San Carlos,Tamaulipas
835,Santander Jiménez,Tamaulipas
835,Soto la Marina,Tamaulipas
